week timestamp,track name,arist name,last position,weeks on list,rank,genres
2001-04-20,KOCHAM SIE,Pudelsi,N,1,28,"['classic polish pop', 'polish punk']"
2001-04-20,WIOSNA PRZYJDZIE I TAK,Kayah,29,5,29,"['polish alternative', 'polish pop']"
2001-04-20,GOING INSIDE,John Frusciante,N,1,30,"['acoustic rock', 'alternative rock', 'blues rock', 'rock']"
2001-04-27,RZADKO WIDUJĘ CIĘ Z DZIEWCZĘTAMI,Yugoton & Nosowska & Kukiz,3,4,1,['Other']
2001-04-27,DREAM ON,Depeche Mode,12,2,2,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-04-27,IMITATION OF LIFE,R.E.M.,7,4,3,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-04-27,A THOUSAND YEARS,Sting,2,13,4,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-04-27,AS I SAT SADLY BY HER SIDE,Nick Cave & The Bad Seeds,4,8,5,['permanent wave']
2001-04-27,HERE WITH ME,Dido,8,7,6,['pop rock']
2001-04-27,CHINSKIE MORZE,Maanam,9,10,7,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-04-27,MALCZIKI,Yugoton & Kazik,1,14,8,['Other']
2001-04-27,BEAUTIFUL DAY,U2,5,34,9,"['irish rock', 'permanent wave', 'rock']"
2001-04-27,DON'T PANIC,Coldplay,11,7,10,"['permanent wave', 'pop']"
2001-04-27,NIE PÓJDE DO SZKOLY,Republika,16,3,11,"['polish post-punk', 'polish rock']"
2001-04-27,WOLNO WOLNO PŁYNĄ ŁODZIE,Maanam,N,1,12,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-04-27,NATALIA W BROOKLINIE,El Doopa,6,17,13,['Other']
2001-04-27,STUCK IN A MOMENT YOU CAN'T GET OUT OF,U2,14,20,14,"['irish rock', 'permanent wave', 'rock']"
2001-04-27,BLACK EYED,Placebo,17,6,15,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
2001-04-27,50 TYSIECY 881,Smolik & Rojek,23,3,16,['Other']
2001-04-27,ROAD TRIPPIN',Red Hot Chili Peppers,15,22,17,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2001-04-27,KING OF SORROW,Sade,13,13,18,"['british soul', 'neo soul', 'sophisti-pop']"
2001-04-27,NABROIŁO SIĘ,Voo Voo,18,16,19,"['classic polish pop', 'polish alternative', 'polish blues', 'polish post-punk', 'polish rock']"
2001-04-27,"GDYBYM WIEDZIAŁ, TO CO WIEM",Kazik,10,27,20,['polish punk']
2001-04-27,DLA CIEBIE,Myslovitz,21,25,21,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2001-04-27,PATH,Apocalyptica,25,5,22,"['alternative metal', 'bow pop', 'cello', 'finnish metal', 'nu metal', 'symphonic metal']"
2001-04-27,THANK YOU,Dido,20,15,23,['pop rock']
2001-04-27,KOCHAM SIE,Pudelsi,28,2,24,"['classic polish pop', 'polish punk']"
2001-04-27,EMBARCACAO,Kayah & Cesaria Evora,22,3,25,['Other']
2001-04-27,ONE WILD NIGHT (2001 VERSION),Bon Jovi,N,1,26,"['glam metal', 'rock']"
2001-04-27,GLOSNY SMIECH,Fiolka,26,10,27,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']"
2001-04-27,PRZEPRASZAM,Sztywny Pal Azji,19,12,28,"['polish blues', 'polish punk', 'polish rock']"
2001-04-27,CLINT EASTWOOD,Gorillaz,N,1,29,['alternative hip hop']
2001-04-27,PYRAMID SONG,Radiohead,N,1,30,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
2001-05-04,DREAM ON,Depeche Mode,2,3,1,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-05-04,IMITATION OF LIFE,R.E.M.,3,5,2,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-05-04,RZADKO WIDUJĘ CIĘ Z DZIEWCZĘTAMI,Yugoton & Nosowska & Kukiz,1,5,3,['Other']
2001-05-04,AS I SAT SADLY BY HER SIDE,Nick Cave & The Bad Seeds,5,9,4,['permanent wave']
2001-05-04,HERE WITH ME,Dido,6,8,5,['pop rock']
2001-05-04,DON'T PANIC,Coldplay,10,8,6,"['permanent wave', 'pop']"
2001-05-04,MALCZIKI,Yugoton & Kazik,8,15,7,['Other']
2001-05-04,A THOUSAND YEARS,Sting,4,14,8,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-05-04,NIE PÓJDE DO SZKOLY,Republika,11,4,9,"['polish post-punk', 'polish rock']"
2001-05-04,50 TYSIECY 881,Smolik & Rojek,16,4,10,['Other']
2001-05-04,BLACK EYED,Placebo,15,7,11,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
2001-05-04,BEAUTIFUL DAY,U2,9,35,12,"['irish rock', 'permanent wave', 'rock']"
2001-05-04,NATALIA W BROOKLINIE,El Doopa,13,18,13,['Other']
2001-05-04,CHINSKIE MORZE,Maanam,7,11,14,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-05-04,KING OF SORROW,Sade,18,14,15,"['british soul', 'neo soul', 'sophisti-pop']"
2001-05-04,"GDYBYM WIEDZIAŁ, TO CO WIEM",Kazik,20,28,16,['polish punk']
2001-05-04,WOLNO WOLNO PŁYNĄ ŁODZIE,Maanam,12,2,17,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-05-04,STUCK IN A MOMENT YOU CAN'T GET OUT OF,U2,14,21,18,"['irish rock', 'permanent wave', 'rock']"
2001-05-04,ROAD TRIPPIN',Red Hot Chili Peppers,17,23,19,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2001-05-04,ONE WILD NIGHT (2001 VERSION),Bon Jovi,26,2,20,"['glam metal', 'rock']"
2001-05-04,DLA CIEBIE,Myslovitz,21,26,21,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2001-05-04,CLINT EASTWOOD,Gorillaz,29,2,22,['alternative hip hop']
2001-05-04,NABROIŁO SIĘ,Voo Voo,19,17,23,"['classic polish pop', 'polish alternative', 'polish blues', 'polish post-punk', 'polish rock']"
2001-05-04,KOCHAM SIE,Pudelsi,24,3,24,"['classic polish pop', 'polish punk']"
2001-05-04,GLOSNY SMIECH,Fiolka,27,11,25,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']"
2001-05-04,EMBARCACAO,Kayah & Cesaria Evora,25,4,26,['Other']
2001-05-04,PYRAMID SONG,Radiohead,30,2,27,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
2001-05-04,PRZEPRASZAM,Sztywny Pal Azji,28,13,28,"['polish blues', 'polish punk', 'polish rock']"
2001-05-04,PATH,Apocalyptica,22,6,29,"['alternative metal', 'bow pop', 'cello', 'finnish metal', 'nu metal', 'symphonic metal']"
2001-05-04,THANK YOU,Dido,23,16,30,['pop rock']
2001-05-11,DREAM ON,Depeche Mode,1,4,1,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-05-11,RZADKO WIDUJĘ CIĘ Z DZIEWCZĘTAMI,Yugoton & Nosowska & Kukiz,3,6,2,['Other']
2001-05-11,IMITATION OF LIFE,R.E.M.,2,6,3,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-05-11,AS I SAT SADLY BY HER SIDE,Nick Cave & The Bad Seeds,4,10,4,['permanent wave']
2001-05-11,DON'T PANIC,Coldplay,6,9,5,"['permanent wave', 'pop']"
2001-05-11,HERE WITH ME,Dido,5,9,6,['pop rock']
2001-05-11,50 TYSIECY 881,Smolik & Rojek,10,5,7,['Other']
2001-05-11,NIE PÓJDE DO SZKOLY,Republika,9,5,8,"['polish post-punk', 'polish rock']"
2001-05-11,BLACK EYED,Placebo,11,8,9,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
2001-05-11,MALCZIKI,Yugoton & Kazik,7,16,10,['Other']
2001-05-11,CHINSKIE MORZE,Maanam,14,12,11,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-05-11,A THOUSAND YEARS,Sting,8,15,12,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-05-11,BEAUTIFUL DAY,U2,12,36,13,"['irish rock', 'permanent wave', 'rock']"
2001-05-11,CLINT EASTWOOD,Gorillaz,22,3,14,['alternative hip hop']
2001-05-11,WOLNO WOLNO PŁYNĄ ŁODZIE,Maanam,17,3,15,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-05-11,KING OF SORROW,Sade,15,15,16,"['british soul', 'neo soul', 'sophisti-pop']"
2001-05-11,"GDYBYM WIEDZIAŁ, TO CO WIEM",Kazik,16,29,17,['polish punk']
2001-05-11,ONE WILD NIGHT (2001 VERSION),Bon Jovi,20,3,18,"['glam metal', 'rock']"
2001-05-11,BALLADA O ZONIE ZOLNIERZA,Kazik Staszewski,N,1,19,[]
2001-05-11,PYRAMID SONG,Radiohead,27,3,20,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
2001-05-11,NATALIA W BROOKLINIE,El Doopa,13,19,21,['Other']
2001-05-11,STUCK IN A MOMENT YOU CAN'T GET OUT OF,U2,18,22,22,"['irish rock', 'permanent wave', 'rock']"
2001-05-11,BETWEEN YOU AND ME,Marillion,N,1,23,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']"
2001-05-11,EMBARCACAO,Kayah & Cesaria Evora,26,5,24,['Other']
2001-05-11,ROAD TRIPPIN',Red Hot Chili Peppers,19,24,25,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
2001-05-11,DLA CIEBIE,Myslovitz,21,27,26,"['polish alternative', 'polish alternative rock', 'polish indie', 'polish indie rock', 'polish pop', 'polish rock']"
2001-05-11,NABROIŁO SIĘ,Voo Voo,23,18,27,"['classic polish pop', 'polish alternative', 'polish blues', 'polish post-punk', 'polish rock']"
2001-05-11,KOCHAM SIE,Pudelsi,24,4,28,"['classic polish pop', 'polish punk']"
2001-05-11,BUTTERFLY,Crazy Town,N,1,29,"['alternative metal', 'funk metal', 'nu metal', 'rap rock']"
2001-05-11,PRZEPRASZAM,Sztywny Pal Azji,28,14,30,"['polish blues', 'polish punk', 'polish rock']"
2001-05-18,DREAM ON,Depeche Mode,1,5,1,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-05-18,IMITATION OF LIFE,R.E.M.,3,7,2,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-05-18,AS I SAT SADLY BY HER SIDE,Nick Cave & The Bad Seeds,4,11,3,['permanent wave']
2001-05-18,RZADKO WIDUJĘ CIĘ Z DZIEWCZĘTAMI,Yugoton & Nosowska & Kukiz,2,7,4,['Other']
2001-05-18,DON'T PANIC,Coldplay,5,10,5,"['permanent wave', 'pop']"
2001-05-18,50 TYSIECY 881,Smolik & Rojek,7,6,6,['Other']
2001-05-18,HERE WITH ME,Dido,6,10,7,['pop rock']
2001-05-18,BLACK EYED,Placebo,9,9,8,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
2001-05-18,NIE PÓJDE DO SZKOLY,Republika,8,6,9,"['polish post-punk', 'polish rock']"
2001-05-18,CLINT EASTWOOD,Gorillaz,14,4,10,['alternative hip hop']
2001-05-18,CHINSKIE MORZE,Maanam,11,13,11,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-05-18,ONE WILD NIGHT (2001 VERSION),Bon Jovi,18,4,12,"['glam metal', 'rock']"
2001-05-18,BETWEEN YOU AND ME,Marillion,23,2,13,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']"
2001-05-18,WOLNO WOLNO PŁYNĄ ŁODZIE,Maanam,15,4,14,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-05-18,MALCZIKI,Yugoton & Kazik,10,17,15,['Other']
2001-05-18,PYRAMID SONG,Radiohead,20,4,16,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
2001-05-18,BALLADA O ZONIE ZOLNIERZA,Kazik Staszewski,19,2,17,[]
2001-05-18,BEAUTIFUL DAY,U2,13,37,18,"['irish rock', 'permanent wave', 'rock']"
2001-05-18,A THOUSAND YEARS,Sting,12,16,19,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-05-18,KING OF SORROW,Sade,16,16,20,"['british soul', 'neo soul', 'sophisti-pop']"
2001-05-18,EMBARCACAO,Kayah & Cesaria Evora,24,6,21,['Other']
2001-05-18,NATALIA W BROOKLINIE,El Doopa,21,20,22,['Other']
2001-05-18,"GDYBYM WIEDZIAŁ, TO CO WIEM",Kazik,17,30,23,['polish punk']
2001-05-18,BUTTERFLY,Crazy Town,29,2,24,"['alternative metal', 'funk metal', 'nu metal', 'rap rock']"
2001-05-18,WLASNY POKÓJ,Renata Przemyk,N,1,25,"['classic polish pop', 'poezja spiewana', 'polish alternative', 'sung poetry']"
2001-05-18,KOCHAM SIE,Pudelsi,28,5,26,"['classic polish pop', 'polish punk']"
2001-05-18,NABROIŁO SIĘ,Voo Voo,27,19,27,"['classic polish pop', 'polish alternative', 'polish blues', 'polish post-punk', 'polish rock']"
2001-05-18,SING,Travis,N,1,28,"['hip hop', 'rap', 'slap house', 'trap']"
2001-05-18,FIELDS OF GOLD,Eva Cassidy,N,1,29,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2001-05-18,NIE MA NIC,Fiolka,N,1,30,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']"
2001-05-25,DREAM ON,Depeche Mode,1,6,1,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-05-25,50 TYSIECY 881,Smolik & Rojek,6,7,2,['Other']
2001-05-25,IMITATION OF LIFE,R.E.M.,2,8,3,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-05-25,AS I SAT SADLY BY HER SIDE,Nick Cave & The Bad Seeds,3,12,4,['permanent wave']
2001-05-25,RZADKO WIDUJĘ CIĘ Z DZIEWCZĘTAMI,Yugoton & Nosowska & Kukiz,4,8,5,['Other']
2001-05-25,DON'T PANIC,Coldplay,5,11,6,"['permanent wave', 'pop']"
2001-05-25,BLACK EYED,Placebo,8,10,7,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
2001-05-25,NIE PÓJDE DO SZKOLY,Republika,9,7,8,"['polish post-punk', 'polish rock']"
2001-05-25,HERE WITH ME,Dido,7,11,9,['pop rock']
2001-05-25,CLINT EASTWOOD,Gorillaz,10,5,10,['alternative hip hop']
2001-05-25,ONE WILD NIGHT (2001 VERSION),Bon Jovi,12,5,11,"['glam metal', 'rock']"
2001-05-25,PYRAMID SONG,Radiohead,16,5,12,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
2001-05-25,BALLADA O ZONIE ZOLNIERZA,Kazik Staszewski,17,3,13,[]
2001-05-25,WOLNO WOLNO PŁYNĄ ŁODZIE,Maanam,14,5,14,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-05-25,SING,Travis,28,2,15,"['hip hop', 'rap', 'slap house', 'trap']"
2001-05-25,EMBARCACAO,Kayah & Cesaria Evora,21,7,16,['Other']
2001-05-25,CHINSKIE MORZE,Maanam,11,14,17,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-05-25,BETWEEN YOU AND ME,Marillion,13,3,18,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']"
2001-05-25,BEAUTIFUL DAY,U2,18,38,19,"['irish rock', 'permanent wave', 'rock']"
2001-05-25,MALCZIKI,Yugoton & Kazik,15,18,20,['Other']
2001-05-25,BUTTERFLY,Crazy Town,24,3,21,"['alternative metal', 'funk metal', 'nu metal', 'rap rock']"
2001-05-25,A THOUSAND YEARS,Sting,19,17,22,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-05-25,"GDYBYM WIEDZIAŁ, TO CO WIEM",Kazik,23,31,23,['polish punk']
2001-05-25,KING OF SORROW,Sade,20,17,24,"['british soul', 'neo soul', 'sophisti-pop']"
2001-05-25,WLASNY POKÓJ,Renata Przemyk,25,2,25,"['classic polish pop', 'poezja spiewana', 'polish alternative', 'sung poetry']"
2001-05-25,FIELDS OF GOLD,Eva Cassidy,29,2,26,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2001-05-25,TWOJA GENERACJA,Pidżama Porno,N,1,27,"['polish punk', 'polish reggae', 'polish rock']"
2001-05-25,NIE MA NIC,Fiolka,30,2,28,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']"
2001-05-25,ZMECZENIE II,Oddzial Otwarty i Marek Piekarczyk,N,1,29,['Other']
2001-05-25,BEDE JAK,Kasia Kowalska,N,1,30,['polish pop']
1984-03-17,HEART FROM THE START,Classix Nouveaux,4,4,1,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
1984-03-17,RADIO GA-GA,Queen,1,8,2,"['classic rock', 'glam rock', 'rock']"
1984-03-17,TO TYLKO TANGO,Maanam,3,11,3,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
1984-03-17,ONLY FOR LOVE,Limahl,6,17,4,"['new romantic', 'new wave pop', 'synthpop']"
1984-03-17,"JEZU, JAK SIĘ CIESZĘ",Klaus Mitffoch,2,8,5,"['classic polish pop', 'polish post-punk', 'polish rock']"
1984-03-17,RUN RUNAWAY,Slade,7,4,6,"['album rock', 'art rock', 'blues rock', 'classic uk pop', 'glam rock', 'hard rock']"
1984-03-17,"AKU-HARA, KRAJ ZE SNU",Lombard,8,5,7,['corridos clasicos']
1984-03-17,NA TO NIE MA CENY,Oddział Zamknięty,17,3,8,['polish punk']
1984-03-17,HERE COMES THE RAIN AGAIN,Eurythmics,10,12,9,"['art rock', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
1984-03-17,BIRD OF PARADISE,Snowy White,5,9,10,"['blues', 'blues rock', 'british blues', 'electric blues', 'modern blues']"
1984-03-17,STILL LOVING YOU,Scorpions,15,3,11,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
1984-03-17,UCIECZKA Z TROPIKU,Marek Biliński,26,5,12,"['polish electronica', 'polish synthpop']"
1984-03-17,NIE MA ZYSKU,Kombi,9,6,13,"['classic russian pop', 'russian pop', 'soviet synthpop']"
1984-03-17,SOMEBODY'S WATCHING ME,Rockwell & Michael Jackson,23,3,14,['Other']
1984-03-17,FABRYKA MAŁP,Lady Pank,11,11,15,['polish rock']
1984-03-17,KURTYNA,Republika,12,7,16,"['polish post-punk', 'polish rock']"
1984-03-17,"DOCTOR, DOCTOR!",The Thompson Twins,13,4,17,['Other']
1984-03-17,JUMP,Van Halen,16,6,18,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']"
1984-03-17,STREET DANCE,Break Machine,14,5,19,[]
1984-03-17,(FEELS LIKE) HEAVEN,Fiction Factory,22,3,20,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']"
1984-03-17,RELAX,Frankie Goes To Hollywood,18,6,21,"['art rock', 'dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
1984-03-17,ZIMNE KINO,Kapitan Nemo,38,2,22,['polish synthpop']
1984-03-17,WISHFUL THINKING,China Chrisis,21,6,23,"['art rock', 'classic uk pop', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
1984-03-17,"ALE PLAMA, NA KOLANA",Martyna Jakubowicz,19,5,24,"['classic polish pop', 'poezja spiewana', 'polish blues']"
1984-03-17,THE SIGN OF FIRE,The Fixx,27,9,25,"['album rock', 'art rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
1984-03-17,ISLE FOR YOU,The Motels,33,4,26,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
1984-03-17,WOULDN'T IT BE GOOD,Nik Kershaw,39,2,27,"['europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
1984-03-17,TY A OBOK JA,Wrak,34,4,28,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1984-03-17,NIEUSTANNE TANGO,Republika,28,17,29,"['polish post-punk', 'polish rock']"
1984-03-17,ZDRADA,Maanam,24,11,30,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-06-01,DREAM ON,Depeche Mode,1,7,1,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-06-01,50 TYSIECY 881,Smolik & Rojek,2,8,2,['Other']
2001-06-01,IMITATION OF LIFE,R.E.M.,3,9,3,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-06-01,DON'T PANIC,Coldplay,6,12,4,"['permanent wave', 'pop']"
2001-06-01,AS I SAT SADLY BY HER SIDE,Nick Cave & The Bad Seeds,4,13,5,['permanent wave']
2001-06-01,SING,Travis,15,3,6,"['hip hop', 'rap', 'slap house', 'trap']"
2001-06-01,RZADKO WIDUJĘ CIĘ Z DZIEWCZĘTAMI,Yugoton & Nosowska & Kukiz,5,9,7,['Other']
2001-06-01,BLACK EYED,Placebo,7,11,8,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
2001-06-01,NIE PÓJDE DO SZKOLY,Republika,8,8,9,"['polish post-punk', 'polish rock']"
2001-06-01,BALLADA O ZONIE ZOLNIERZA,Kazik Staszewski,13,4,10,[]
2001-06-01,HERE WITH ME,Dido,9,12,11,['pop rock']
2001-06-01,WOLNO WOLNO PŁYNĄ ŁODZIE,Maanam,14,6,12,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-06-01,PYRAMID SONG,Radiohead,12,6,13,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
2001-06-01,ONE WILD NIGHT (2001 VERSION),Bon Jovi,11,6,14,"['glam metal', 'rock']"
2001-06-01,CLINT EASTWOOD,Gorillaz,10,6,15,['alternative hip hop']
2001-06-01,EMBARCACAO,Kayah & Cesaria Evora,16,8,16,['Other']
2001-06-01,CHINSKIE MORZE,Maanam,17,15,17,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-06-01,BUTTERFLY,Crazy Town,21,4,18,"['alternative metal', 'funk metal', 'nu metal', 'rap rock']"
2001-06-01,MALCZIKI,Yugoton & Kazik,20,19,19,['Other']
2001-06-01,ELEVATION,U2,N,1,20,"['irish rock', 'permanent wave', 'rock']"
2001-06-01,BETWEEN YOU AND ME,Marillion,18,4,21,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']"
2001-06-01,BEAUTIFUL DAY,U2,19,39,22,"['irish rock', 'permanent wave', 'rock']"
2001-06-01,FIELDS OF GOLD,Eva Cassidy,26,3,23,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2001-06-01,A THOUSAND YEARS,Sting,22,18,24,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-06-01,"GDYBYM WIEDZIAŁ, TO CO WIEM",Kazik,23,32,25,['polish punk']
2001-06-01,SILVERTOWN BLUES,Mark Knopfler,N,1,26,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2001-06-01,TWOJA GENERACJA,Pidżama Porno,27,2,27,"['polish punk', 'polish reggae', 'polish rock']"
2001-06-01,ZMECZENIE II,Oddzial Otwarty i Marek Piekarczyk,29,2,28,['Other']
2001-06-01,BLACK JESUS,Everlast,N,1,29,['rap rock']
2001-06-01,NIE MA NIC,Fiolka,28,3,30,"['art pop', 'chamber pop', 'dark pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']"
2001-06-08,50 TYSIECY 881,Smolik & Rojek,2,9,1,['Other']
2001-06-08,DREAM ON,Depeche Mode,1,8,2,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-06-08,IMITATION OF LIFE,R.E.M.,3,10,3,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-06-08,SING,Travis,6,4,4,"['hip hop', 'rap', 'slap house', 'trap']"
2001-06-08,DON'T PANIC,Coldplay,4,13,5,"['permanent wave', 'pop']"
2001-06-08,AS I SAT SADLY BY HER SIDE,Nick Cave & The Bad Seeds,5,14,6,['permanent wave']
2001-06-08,BLACK EYED,Placebo,8,12,7,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
2001-06-08,SILVERTOWN BLUES,Mark Knopfler,26,2,8,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2001-06-08,RZADKO WIDUJĘ CIĘ Z DZIEWCZĘTAMI,Yugoton & Nosowska & Kukiz,7,10,9,['Other']
2001-06-08,NIE PÓJDE DO SZKOLY,Republika,9,9,10,"['polish post-punk', 'polish rock']"
2001-06-08,HERE WITH ME,Dido,11,13,11,['pop rock']
2001-06-08,BALLADA O ZONIE ZOLNIERZA,Kazik Staszewski,10,5,12,[]
2001-06-08,WOLNO WOLNO PŁYNĄ ŁODZIE,Maanam,12,7,13,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-06-08,FIELDS OF GOLD,Eva Cassidy,23,4,14,"['adult standards', 'folk', 'folk rock', 'lilith', 'mellow gold', 'neo mellow', 'vocal jazz']"
2001-06-08,PYRAMID SONG,Radiohead,13,7,15,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
2001-06-08,BUTTERFLY,Crazy Town,18,5,16,"['alternative metal', 'funk metal', 'nu metal', 'rap rock']"
2001-06-08,CLINT EASTWOOD,Gorillaz,15,7,17,['alternative hip hop']
2001-06-08,EMBARCACAO,Kayah & Cesaria Evora,16,9,18,['Other']
2001-06-08,ONE WILD NIGHT (2001 VERSION),Bon Jovi,14,7,19,"['glam metal', 'rock']"
2001-06-08,ELEVATION,U2,20,2,20,"['irish rock', 'permanent wave', 'rock']"
2001-06-08,CHINSKIE MORZE,Maanam,17,16,21,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-06-08,BEAUTIFUL DAY,U2,22,40,22,"['irish rock', 'permanent wave', 'rock']"
2001-06-08,MALCZIKI,Yugoton & Kazik,19,20,23,['Other']
2001-06-08,A THOUSAND YEARS,Sting,24,19,24,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-06-08,TWOJA GENERACJA,Pidżama Porno,27,3,25,"['polish punk', 'polish reggae', 'polish rock']"
2001-06-08,BETWEEN YOU AND ME,Marillion,21,5,26,"['album rock', 'art rock', 'classic rock', 'neo-progressive', 'progressive rock', 'symphonic rock']"
